otu_id	Kingdom	Phylum	Class	Order	Family	Genus	Species	AMCTRL15	BLANK	HV01	HV02	HV03	HV04	HV05	HV06	HV07	HV08	HV09	HV10	HV11	HV12	HV13	HV14	MAV02T0	MAV05T0	MAV10T0	MAV11T0	MAV13T0	MAV14T0	MAV17T0	MAV18T0	MAV19T0	MAV21T0	MAV27T0	MAV28T0	MAV29T0	MAV30T0	MAV32T0	MBCTRL17	MS10	MS11	MS12	MS13	MS14	MS16	MS17	MS18	MS19	MS1	MS20	MS21	MS22	MS23	MS24	MS25	MS26	MS2	MS3	MS4	MS5	MS6	MS7	MS8	MS9	NBCTRL18	REF1	RRCTRL16	TEC02T0	TEC04T0	TEC05T0	TEC06T0	TEC07T0	TEC08T0	TEC09T0	TEC11T0	TEC12T0	TEC15T0	TEC16T0	TEC17T0	TEC22T0	TEC24T0	TEC26T0	TEC27T0	TEC28T0	TEC30T0
2	Bacteria	NA	NA	NA	NA	NA	NA	1	1	1	1	1	0.999999999999999	1	1	1	0.999999999999999	1	0.999999999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999999	1	0.999999999999999	1	1	1	1	1	0.999999999999999	1	1	1	1	1	1	1	0.999999999999999	0.999999999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999999	0.999999999999999	1	1	1	1	1	1	1	1	1	0.999999999999999	1	1
976	Bacteria	Bacteroidota	NA	NA	NA	NA	NA	0.737774902112209	0.0184911374823654	0.036716403649335	0.51488302127189	0.136174738927394	0.22940726614997	0.134021978698338	0.228849780262205	0.176547959102446	0.228233965837346	0.400778638698404	0.318501980908362	0.330280571214846	0.526569139421889	0.315243642150881	0.295531107776958	0.128242324869792	0.0112920916985693	0.015759453199217	0.207296418074389	0.197039052287016	0.408264452958496	0.00797025668738567	0.131108737697797	0.347295141988745	0.0948375485690603	0.37756857834195	0.174918937900596	0.0635572441980549	0.377115349322241	0.612560225703066	0.532565603728768	0.434941323138478	0.0319842053307009	0.197136687921546	0.509641470448306	0.23373850389851	0.561310994858989	0.61306116106852	0.101106687370582	0.319704282716867	0.464323603342981	0.310493803106388	0.501752114804651	0.207619969466319	0.451791406330445	0.35444362362813	0.555448219735468	0.333747281867306	0.44288794095445	0.50502805605327	0.240115075582586	0.0454340076073583	0.339647790948654	0.510823292807802	0.774046801215688	0.669645301098446	0.676342207723314	0.485520685247351	0.512223905966434	0.0892711242613884	0.486753112232266	0.297883906115481	0.191050412096591	0.342936214280246	0.681940650065976	0.197551756417679	0.148947919480756	0.0218358089310489	0.331880237337227	0.0491283699338249	0.547502197618493	0.358307778789882	0.507556623253322	0.776074146919144	0.801438431000889	0.495345376026574	0.688727510066964
1224	Bacteria	Pseudomonadota	NA	NA	NA	NA	NA	0.00651353176830517	0.0810125055928958	0.000543009002060792	0.0029531857569397	0.00262294022547652	0.00218828943435623	0.00151236284642319	0.00362619038742941	0.012875143892934	0.00299223077722895	0.000973326471344246	0.00409777325635544	0.0193876713246612	0.00178706569547876	0.00256157365948871	0.000759310412174316	0.000502948852035872	0.00035826336860802	0.000469382192401558	0.00760737554545241	0.000519670675031014	0.00425952620824789	0.000223670400734717	0.000599053666217506	0.00135299324913984	0.000341580527145962	0.0190413853171116	0.0110046313196802	0.000760866334406319	0.000903606114187442	0.0389792830599707	0.00897265582525915	0.00196401001020279	0.00114712396775678	0.000515755391108365	0.00161107398777839	0.000725200072051672	0.00935894641399837	0.0218741028748734	0.155759470030677	0.00376806156771452	0.00158418522670086	0.00122392846792567	0.00546204437526442	0.00525234547517502	0.00581339269988799	0.000856986423113241	0.0185957243500801	0.00061228705508936	0.00896540256655743	0.0238670322511457	0.00116359444979759	0.023001902525407	0.0134532818296872	0.00116408887052616	0.0233927144579751	0.0166943271087089	0.0139913856481799	0.00445572054905802	0.0183016694108973	0.00154090258746397	0.000628616151898784	0.00122539140447462	0.0344841592238494	0.0148583269766983	0.00443580996867544	0.00138731969056358	0.00233519521072591	0.000664408931086489	0.0116067867069138	0.000210975819621791	0.0286807901187884	0.000299938453780968	0.0034533486134329	0.0188508895168739	0.0057118085126451	0.00960156860597165	0.0147508432984926
29547	Bacteria	Campylobacterota	NA	NA	NA	NA	NA	3.9640637210732E-05	0	9.73107357298634E-05	0.000111378077513851	4.04053025135742E-05	5.00014620963247E-05	1.31019648224432E-05	2.29274343993297E-05	1.6933384717898E-05	6.84527672247352E-05	8.2871368537855E-05	2.47677511598369E-05	1.18748818409936E-05	4.13677450990583E-05	1.29531074311397E-05	3.17788385547911E-05	3.982920685677E-05	1.85746056056257E-05	0.00140020373918624	2.19750302350944E-05	4.39420023823094E-05	6.81816033189181E-05	6.0184405016972E-06	7.70193348975578E-05	4.1315163856316E-05	7.88955178185527E-06	2.4222939842231E-05	3.50700583889613E-05	3.1691453636082E-05	8.08375430124863E-05	0.000438416886974305	3.64272506696986E-05	2.59668036054907E-05	1.70790109203196E-05	5.43536126460806E-06	0.000798755296097588	7.3183911891099E-05	9.96713971561133E-05	7.69629766966643E-05	7.11733270145306E-06	7.53418062108844E-05	3.66164723034521E-05	2.73612046626494E-06	1.50225224715669E-05	4.06852731516773E-05	3.35715661862175E-05	0.000139863487301228	2.35169917655319E-05	0.000165111115979153	1.87566741539934E-05	1.31362259192419E-05	3.24731817968399E-05	3.36519754761229E-05	6.50601722363499E-06	3.18398948223469E-05	5.26225730498873E-06	2.75480204224925E-05	2.40004369550305E-05	2.78949191823862E-05	2.33271403377904E-05	0.000201266601220198	2.77247447732137E-05	1.75925468173301E-05	3.47824311068535E-05	3.29169160896502E-05	2.39564006796235E-05	4.41292255022909E-05	1.45265541278684E-05	3.80513707935747E-05	1.74240357049996E-05	7.99007925889145E-05	1.03443990213745E-05	4.30003584615035E-05	1.31783577873173E-05	1.66292122524544E-05	2.90426722046525E-06	2.37548361706871E-05	0.000104725520026863
1239	Bacteria	Bacillota	NA	NA	NA	NA	NA	0.242111798537414	0.061312781512385	0.695106342486676	0.395692499149452	0.48222115921469	0.711568016832635	0.598787367451155	0.397369717787654	0.735839906227163	0.622017589766757	0.555246973349924	0.638211604612533	0.4969104860397	0.443883112929087	0.636449918646753	0.597698341181687	0.80401904982802	0.719984468005401	0.54272671806821	0.47212238598057	0.755841361034974	0.379949717223608	0.52335671422612	0.591374339748675	0.568964099066114	0.564011295931951	0.493373099870332	0.605722144301549	0.837720620359866	0.545266876913491	0.328546320003413	0.428403524724385	0.521659627679314	0.751393915675556	0.554828934988671	0.422651444840715	0.642934458711819	0.323308439094866	0.342989767093415	0.298811781558065	0.621013579007747	0.429344949352202	0.352177142087751	0.419173218281324	0.633659875801423	0.465314534258405	0.54174812198754	0.367588795009773	0.524568552161987	0.512888481791067	0.448106526181906	0.632772755268293	0.693632232374206	0.439234118623166	0.459160094657337	0.185199440143124	0.236004967939716	0.273139613483325	0.478720656575914	0.43313632954676	0.640830800089313	0.379789773822192	0.60620672474731	0.267183364315377	0.579867679762104	0.294854715134587	0.765245931027511	0.488148603757186	0.429691356014711	0.52453837878542	0.940261047342284	0.292120656164107	0.586219255134897	0.434235953763622	0.195145691756461	0.138955218356916	0.477419552999044	0.285300589324219
508458	Bacteria	Synergistota	NA	NA	NA	NA	NA	1.95788750786118E-05	0	3.42506112507502E-05	2.68788899653379E-05	5.28583780111059E-06	1.89737690990518E-05	2.3055395462749E-05	3.10964612227129E-05	7.45940098505474E-06	3.06008483220391E-05	1.38618473594061E-05	2.58321503832349E-05	6.37783388943431E-05	0.000363116873647289	0.000736152161506303	3.38171314067019E-05	4.94616062117662E-05	0.00111683213997533	3.48622302166547E-05	0.000621388232168396	4.65031933783068E-05	2.71287766031566E-05	1.66180819822982E-05	2.18944787177246E-05	3.83685588468367E-05	1.77382540061847E-05	7.83491315651675E-06	0.000113421326693402	1.64225519912887E-05	7.23432302616121E-05	1.03033941421073E-05	2.55075077027403E-05	3.32699671195349E-05	0.000144049257819381	4.16107101257217E-05	3.15324196587856E-05	4.99215151437174E-06	1.89959792457198E-05	1.45188920980352E-05	0.00533441192749232	0.000100039488541524	9.18487099213131E-06	0.000153178615135574	1.56560023348258E-05	1.02946069944396E-05	7.56612909569976E-06	8.83823697429344E-06	5.31631810152411E-05	1.33247567281422E-05	2.14608572375447E-05	1.73309871371511E-05	3.48166072873335E-05	6.49263657283892E-06	9.99138359343945E-06	0	1.61415308344036E-05	7.73725264952723E-06	0.000249029603502753	4.72481393431852E-05	0.000120063971514953	5.78165910539584E-05	1.52769001811586E-05	5.12930373450427E-05	1.32200590052261E-06	2.06955742139832E-05	4.27080979758466E-05	8.10373050132978E-05	3.4216575362799E-05	0.000241201145945421	2.48179991960511E-05	1.04288724222293E-05	5.72717274285591E-05	2.61632457596921E-05	8.48220266421253E-06	1.52328661854544E-06	1.12574929402796E-05	1.52061212430195E-05	4.70740219996188E-06
200940	Bacteria	Thermodesulfobacteriota	NA	NA	NA	NA	NA	4.03869172025177E-05	0	3.68610802441499E-05	0.00339594668455771	3.39846520771969E-05	4.39186949439816E-05	0.000168852841219472	3.12318594573546E-05	2.78774693748031E-05	0.000166508529021878	0.00727372341845594	0.00568233619254163	0.000181504816483531	0.00303070964851989	0.0186121654038354	0.000177099853928522	0.000199528272353493	6.63702371030284E-05	0.000188867030709815	0.000193717015058681	0.000161907446492075	0.00208948098128895	6.04538874274958E-05	7.02177956509274E-05	8.13137595169073E-05	4.0189059076699E-05	8.96444646991459E-05	0.000592814444321064	3.48809575352165E-05	0.00461816908014474	0.000127971141736028	0.00127200249155649	0.00018413439119206	0.000415361545582172	0.00077520330213899	0.000540209255473041	1.95054167417205E-05	0.000121289097508385	0.00728017508670327	0.00465895969477637	0.000661564884002756	0.000139290208751206	9.93388253155221E-05	0.00030452281998086	0.000914555624967097	0.000121258492792009	0.000132960630686268	0.000114542094828422	0.000269934949479076	0.000615403026843908	0.000189647362430736	8.07644856545116E-05	0.000108134404892705	9.88682260234531E-05	4.26391582727299E-06	0.00016230220564263	1.60413369949905E-05	0.000505680515676464	0.000300751430585256	0.000603748127400767	6.79204613352327E-05	0.000140226855366561	0.000196858371981264	4.2486534458175E-05	0.000176978865841027	0.00509750864137641	0.000285407198703128	0.000142236307242541	0.00249162760048809	0.000245415292568205	1.84593736672534E-05	0.0119956897834034	3.73045322315227E-05	6.04311434446043E-06	3.75381345284412E-06	3.95533535739553E-06	0.000289824131751281	0.000453924018161385
201174	Bacteria	Actinomycetota	NA	NA	NA	NA	NA	0.013347832236609	0.838896732337251	0.267428112165751	0.0577413584104206	0.378871025079837	0.0534439176681282	0.265440068845239	0.370030151381545	0.0746334847827676	0.146404370386548	0.0246964171133272	0.0324510760155034	0.152701464841385	0.0168521329277275	0.0262750400966341	0.0931985780869065	0.0663441443765174	0.266007515829075	0.43934715909483	0.312058079011934	0.0462079031222977	0.205157622302485	0.461716655054969	0.271061614042834	0.0820475895517148	0.340687948794373	0.10981329401948	0.139256295286515	0.0974492519391845	0.0701423066372342	0.0192220519313961	0.0267459077420008	0.039674368168161	0.214695366561932	0.244245024394807	0.0152623841350645	0.122416921849669	0.0484272824025526	0.0145353382766949	0.271470692646667	0.0257231911514587	0.104517476287759	0.335497045629796	0.069443374818723	0.152410978464792	0.0768625016378665	0.0762351484556084	0.0364297763716655	0.140535847125935	0.0319945133851309	0.0213696590823728	0.123915569392553	0.237741513506742	0.207503610403888	0.0287879273320352	0.0171276423774666	0.0773669715446521	0.0327769755719007	0.0110408926374138	0.0302522453863127	0.265841870687924	0.132571949602638	0.0718110688147686	0.507158023741585	0.0620100510160316	0.0124028450754333	0.033015652578975	0.33828351482576	0.544965301729804	0.131640004248636	0.0102656214942348	0.119558487458587	0.0549965821913045	0.0546987398286377	0.00987156825966118	0.0538669101014231	0.0171494786683463	0.0105881669350311
74201	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	NA	0.000127613878595347	0.000286843075102885	3.33385196747431E-05	0.0251903877279878	2.57423287263126E-05	0.00326940363657955	3.15361246307645E-05	3.62867268839784E-05	4.60087141048997E-05	7.31759416396587E-05	0.0109187523782903	0.000997710518208903	0.000450459093941797	0.00746222934225651	9.16384018262722E-05	0.0125667703045932	0.00058168989438227	0.00114066199984986	5.42341292751876E-05	6.22985631222814E-05	0.000125900114254228	0.000179214342408731	0.00663896866566323	0.00567883183498663	0.000172219658745524	5.03025113608222E-05	7.247294669778E-05	0.0683260662084333	0.000413142547615561	6.66331644679689E-05	0.000111844090035339	0.00197390164566429	0.00150823850941892	0.000192358460136857	0.00244518785423835	0.0494600110259516	8.50724376624379E-05	0.0573511610981847	0.000158808412682933	0.162843009867921	0.0289337511034175	4.02248144789322E-05	0.000349473193102452	0.00382820931079653	8.63637389174241E-05	4.75012608127376E-05	0.0264307799279639	0.0217430455234624	8.09985891327557E-05	0.00260257484258202	0.00140314762739062	0.00186126569582454	3.85900370949018E-05	3.80485828703653E-05	2.84925216495345E-05	4.7389878988185E-05	0.000235660277585417	0.00295071667377209	0.0198742638011158	0.00532000402150956	0.0021747021541202	6.45967692845285E-05	0.0225874197405003	3.28678018716139E-05	8.78553066911155E-05	0.00119726634213188	0.00237610089522725	0.0220751988072529	6.51861075919606E-05	4.19848535622316E-05	1.52256147766397E-05	6.98435700348282E-05	4.49406948695189E-05	2.76308661894305E-05	3.41107396367139E-05	5.94683288000027E-06	0.000139729880277895	6.9533434905461E-05
203691	Bacteria	Spirochaetota	NA	NA	NA	NA	NA	2.4715037375019E-05	0	4.37174927810311E-06	5.34403127263607E-06	4.71843148347725E-06	1.02123521915485E-05	1.67583270984739E-06	2.61769920307307E-06	5.22702550777558E-06	1.31051459118298E-05	1.54353543569603E-05	6.91859495208668E-06	1.21894482473775E-05	1.11254162955801E-05	1.69163716451452E-05	3.19641379049648E-06	2.10230938303488E-05	1.52221158133908E-05	1.91203159538766E-05	1.63625470709249E-05	1.37601241745746E-05	4.67560354334706E-06	1.06445552156883E-05	8.29140022446375E-06	6.9590033202596E-06	5.50680124371106E-06	9.46718673079108E-06	3.06191538231851E-05	1.5879657710585E-05	0.001733877994959	3.58378926681993E-06	4.46908399419913E-06	9.06133250816602E-06	1.05401895965401E-05	6.16007609988914E-06	3.11859095526451E-06	2.16155014024343E-06	3.21965749927454E-06	9.16531831557382E-06	7.86957111705379E-06	2.01882740399331E-05	4.46942383099247E-06	3.35395411993766E-06	5.83706445431366E-06	4.93154826080937E-06	8.26762450854609E-06	3.67722268273523E-06	3.21674194205057E-06	6.6623783640711E-06	5.46590197739073E-06	5.46422842859222E-06	2.36853362074889E-05	3.47493225025182E-06	7.78398489256329E-06	0	2.30593297634337E-06	1.44542082463695E-06	2.0390343374051E-05	1.18867000370339E-05	1.87064288331802E-05	1.3596566180974E-05	8.72292139973561E-06	1.97452213224043E-05	1.25818492601462E-05	9.28130208482257E-06	4.54027316424298E-06	1.26656608259822E-05	1.8588481585424E-05	7.05816853137205E-06	4.95074077226927E-06	9.97075657939237E-06	4.71916013748839E-06	2.50365988131025E-05	0	1.68649589910388E-06	3.56809972800016E-06	1.550873062099E-05	0
